title,token_count,arxiv_id,category,categories,query_field,published_date,collection_timestamp
Ion Correlation-Driven Hysteretic Adhesion and Repulsion between Opposing Polyelectrolyte Brushes,219,2405.19329v3,cond-mat.soft,"cond-mat.soft,cond-mat.mtrl-sci,cond-mat.stat-mech,physics.chem-ph,physics.comp-ph",nanotechnology,2024-05-29,2024-12-26T11:24:29.808498
Phase behavior of metastable water from large-scale simulations of a quantitative accurate model: The liquid-liquid critical point,346,2405.10181v1,cond-mat.stat-mech,"cond-mat.stat-mech,cond-mat.soft",nanotechnology,2024-05-16,2024-12-26T11:24:29.809496
Investigating the whirling heat current density in the Guyer--Krumhansl equation,286,2405.09199v1,physics.app-ph,physics.app-ph,nanotechnology,2024-05-15,2024-12-26T11:24:29.810493
Modelling the Impact of Organic Molecules and Phosphate Ions on Biosilica Pattern Formation in Diatoms,264,2405.08496v2,physics.bio-ph,"physics.bio-ph,cond-mat.soft,nlin.PS",nanotechnology,2024-05-14,2024-12-26T11:24:29.810493
Electromagnetic Nanonetworks Beyond 6G: From Wearable and Implantable Networks to On-chip and Quantum Communication,194,2405.07812v1,cs.ET,"cs.ET,physics.optics",nanotechnology,2024-05-13,2024-12-26T11:24:29.811490
Toroidic phase transitions in a direct-kagome artificial spin ice,232,2404.19377v1,cond-mat.mes-hall,cond-mat.mes-hall,nanotechnology,2024-04-30,2024-12-26T11:24:29.812488
Length and torsion dependence of thermal conductivity in twisted graphene nanoribbons,315,2404.19262v1,cond-mat.mes-hall,"cond-mat.mes-hall,cond-mat.mtrl-sci,math.DG",nanotechnology,2024-04-30,2024-12-26T11:24:29.813485
Stability and Elasticity of Ultrathin Sphere-Patterned Block Copolymer Films,168,2404.18129v1,cond-mat.soft,"cond-mat.soft,physics.chem-ph,physics.comp-ph",nanotechnology,2024-04-28,2024-12-26T11:24:29.813485
Twisted nonlinear optics in monolayer van der Waals crystals,241,2404.14306v2,physics.optics,"physics.optics,cond-mat.other",nanotechnology,2024-04-22,2024-12-26T11:24:29.814482
"Breaking of Time Translation Symmetry and Ergodicity, and Entropy decrease in a Continuous Time Crystal Driven by Nonreciprocal Optical Forces",282,2404.10525v1,physics.optics,physics.optics,nanotechnology,2024-04-16,2024-12-26T11:24:29.814482
Understanding Disorder in Monolayer Graphene Devices with Gate-Defined Superlattices,357,2404.08112v2,cond-mat.mes-hall,cond-mat.mes-hall,nanotechnology,2024-04-11,2024-12-26T11:24:29.815479
Electronic and structural properties of group IV materials and their polytypes,288,2404.05718v1,cond-mat.mtrl-sci,cond-mat.mtrl-sci,nanotechnology,2024-04-08,2024-12-26T11:24:29.816477
Analyzing the Single Event Upset Vulnerability of Binarized Neural Networks on SRAM FPGAs,332,2404.01757v1,cs.AR,cs.AR,nanotechnology,2024-04-02,2024-12-26T11:24:29.817474
Even-integer Quantum Hall Effect in an Oxide Caused by Hidden Rashba Effect,292,2404.00695v2,cond-mat.mes-hall,"cond-mat.mes-hall,cond-mat.mtrl-sci",nanotechnology,2024-03-31,2024-12-26T11:24:29.818472
Anomalous terahertz photoconductivity caused by the superballistic flow of hydrodynamic electrons in graphene,275,2403.18492v2,cond-mat.mes-hall,cond-mat.mes-hall,nanotechnology,2024-03-27,2024-12-26T11:24:29.818472
Extending the spectral operation of multimode and polarization-independent power splitters through subwavelength nanotechnology,272,2403.15781v2,physics.optics,"physics.optics,physics.app-ph",nanotechnology,2024-03-23,2024-12-26T11:24:29.819469
Construction of topological quantum magnets from atomic spins on surfaces,180,2403.14145v2,cond-mat.mes-hall,"cond-mat.mes-hall,cond-mat.str-el,quant-ph",nanotechnology,2024-03-21,2024-12-26T11:24:29.820466
Exploring Dielectric Properties in Models of Amorphous Boron Nitride,251,2403.11924v1,cond-mat.mtrl-sci,"cond-mat.mtrl-sci,cond-mat.dis-nn",nanotechnology,2024-03-18,2024-12-26T11:24:29.820466
Casimir repulsion with biased semiconductors,242,2403.09007v1,quant-ph,quant-ph,nanotechnology,2024-03-14,2024-12-26T11:24:29.821463
Thermodynamic properties of an electron gas in a two-dimensional quantum dot: an approach using density of states,142,2403.04864v1,cond-mat.mes-hall,"cond-mat.mes-hall,quant-ph",nanotechnology,2024-03-07,2024-12-26T11:24:29.821463
Experimental amplification and squeezing of a motional state of an optically levitated nanoparticle,239,2403.04302v1,quant-ph,"quant-ph,physics.optics",nanotechnology,2024-03-07,2024-12-26T11:24:29.822461
Design principles for fast and efficient self-assembly processes,336,2403.00213v2,cond-mat.soft,cond-mat.soft,nanotechnology,2024-03-01,2024-12-26T11:24:29.823458
Geometry-induced wavefunction collapse,349,2402.13980v2,quant-ph,quant-ph,nanotechnology,2024-02-21,2024-12-26T11:24:29.824456
Computational Kerr-Ellipsometry: Quantifying Broadband Optical Nonreciprocity of Magneto-Optic Materials,279,2402.11646v1,physics.optics,"physics.optics,cond-mat.mtrl-sci",nanotechnology,2024-02-18,2024-12-26T11:24:29.825453
Incidence of the Brownian relaxation process on the magnetic properties of ferrofluids,263,2402.08553v1,cond-mat.mtrl-sci,cond-mat.mtrl-sci,nanotechnology,2024-02-13,2024-12-26T11:24:29.826450
Towards full control of molecular exciton energy transfer via FRET in DNA origami assemblies,145,2402.06292v1,cond-mat.soft,cond-mat.soft,nanotechnology,2024-02-09,2024-12-26T11:24:29.826450
Electron qubits surfing on acoustic waves: review of recent progress,191,2402.04748v1,cond-mat.mes-hall,cond-mat.mes-hall,nanotechnology,2024-02-07,2024-12-26T11:24:29.827447
Magnetic Nanoparticles for Neural Engineering,221,2402.13260v1,q-bio.NC,"q-bio.NC,physics.bio-ph",nanotechnology,2024-02-05,2024-12-26T11:24:29.827447
Structural and optical properties of self-assembled AlN nanowires grown on SiO2/Si substrates by molecular beam epitaxy,370,2402.00216v1,cond-mat.mtrl-sci,"cond-mat.mtrl-sci,physics.app-ph",nanotechnology,2024-01-31,2024-12-26T11:24:29.828445
Simulation aspects of patterning polymer films via evaporative lithography and composite substrates,260,2401.16794v2,cond-mat.soft,cond-mat.soft,nanotechnology,2024-01-30,2024-12-26T11:24:29.829443
E-Beam Induced Micropattern Generation and Amorphization of L-Cysteine-Functionalized Graphene Oxide Nano-composites,341,2401.14783v1,cond-mat.mtrl-sci,"cond-mat.mtrl-sci,physics.app-ph",nanotechnology,2024-01-26,2024-12-26T11:24:29.830439
"Nonlocal Models in Biology and Life Sciences: Sources, Developments, and Applications",320,2401.14651v1,q-bio.QM,"q-bio.QM,math-ph,math.DS,math.MP",nanotechnology,2024-01-26,2024-12-26T11:24:29.831437
Novel 3D Reciprocal Space Visualization of Strain Relaxation in InSb on GaAs Substrates,383,2401.13258v1,cond-mat.mtrl-sci,cond-mat.mtrl-sci,nanotechnology,2024-01-24,2024-12-26T11:24:29.832434
Multi-View Neural 3D Reconstruction of Micro-/Nanostructures with Atomic Force Microscopy,275,2401.11541v1,cs.CV,"cs.CV,cond-mat.mtrl-sci",nanotechnology,2024-01-21,2024-12-26T11:24:29.832434
Smart Drug-Delivery Systems for Cancer Nanotherapy,232,2401.11192v1,q-bio.TO,"q-bio.TO,cond-mat.mes-hall,physics.app-ph,physics.bio-ph",nanotechnology,2024-01-20,2024-12-26T11:24:29.833432
Recent Nanoninformatics Approaches for Developments in Nanobiotechnology and Nanomedicine,61,2401.10365v1,physics.med-ph,"physics.med-ph,cond-mat.mes-hall",nanotechnology,2024-01-18,2024-12-26T11:24:29.833432
A critical review on recent progress of solution-processed monolayer assembly of nanomaterials and applications,128,2401.08963v1,physics.app-ph,"physics.app-ph,cond-mat.mtrl-sci",nanotechnology,2024-01-17,2024-12-26T11:24:29.834429
Nanoalignment by Critical Casimir Torques,242,2401.06260v2,cond-mat.soft,"cond-mat.soft,cond-mat.mtrl-sci",nanotechnology,2024-01-11,2024-12-26T11:24:29.834429
Frontier science in a quantum experiment: AEgIS at CERN,149,2401.04440v1,quant-ph,quant-ph,nanotechnology,2024-01-09,2024-12-26T11:24:29.835426
Deep Learning for Optical Tweezers,167,2401.02321v1,physics.optics,"physics.optics,physics.ins-det,78-02",nanotechnology,2024-01-04,2024-12-26T11:24:29.835426
"Hot electrons and electromagnetic effects in the broadband Au, Ag, and Ag-Au nanocrystals: The UV, visible, and NIR plasmons",399,2401.00944v1,cond-mat.mes-hall,"cond-mat.mes-hall,physics.comp-ph",nanotechnology,2024-01-01,2024-12-26T11:24:29.836424
Internet of Harvester Nano Things: A Future Prospects,342,2401.00346v2,eess.SP,eess.SP,nanotechnology,2023-12-30,2024-12-26T11:24:29.837421
Fermi-Level Pinning and Barrier Height Control at epitaxially grown ferromagnet/ZnO/metal Schottky Interfaces for opto-spintronics applications,326,2401.06778v1,cond-mat.mtrl-sci,"cond-mat.mtrl-sci,cond-mat.mes-hall",nanotechnology,2023-12-21,2024-12-26T11:24:29.838418
Layer-dependent evolution of electronic structures and correlations in rhombohedral multilayer graphene,288,2312.13637v2,cond-mat.mes-hall,"cond-mat.mes-hall,cond-mat.str-el",nanotechnology,2023-12-21,2024-12-26T11:24:29.839416
Decentralized Intelligence in GameFi: Embodied AI Agents and the Convergence of DeFi and Virtual Ecosystems,331,2412.18601v1,cs.CR,"cs.CR,cs.AI,cs.GT,cs.LG,cs.MA",materials science,2024-12-24,2024-12-26T11:24:30.610353
Efficient Aircraft Design Optimization Using Multi-Fidelity Models and Multi-fidelity Physics Informed Neural Networks,194,2412.18564v1,cs.LG,"cs.LG,cs.CE",materials science,2024-12-24,2024-12-26T11:24:30.610353
Fano physics behind the N-resonance in graphene,172,2412.18561v1,cond-mat.mes-hall,"cond-mat.mes-hall,cond-mat.mtrl-sci",materials science,2024-12-24,2024-12-26T11:24:30.611350
Advancing Surface Chemistry with Large-Scale Ab-Initio Quantum Many-Body Simulations,323,2412.18553v1,cond-mat.mtrl-sci,"cond-mat.mtrl-sci,physics.chem-ph",materials science,2024-12-24,2024-12-26T11:24:30.612349
A generalized coupling approach for the weak approximation of stochastic functional differential equations,141,2412.18523v1,math.PR,"math.PR,34K50, 65C30, 60F17, 65C20",materials science,2024-12-24,2024-12-26T11:24:30.612349
Elastic Constants and Bending Rigidities from Long-Wavelength Perturbation Expansions,309,2412.18482v1,cond-mat.mtrl-sci,"cond-mat.mtrl-sci,cond-mat.mes-hall,physics.app-ph,physics.comp-ph",materials science,2024-12-24,2024-12-26T11:24:30.613346
Linear Enhancement of Spin-Orbit Torques and Absence of Bulk Rashba-Type Spin Splitting in Perpendicularly Magnetized [Pt/Co/W]n Superlattices,356,2412.18481v1,cond-mat.mtrl-sci,cond-mat.mtrl-sci,materials science,2024-12-24,2024-12-26T11:24:30.614343
Efficient broadband antenna for a quantum emitter working at telecommunication wavelengths,158,2412.18472v1,physics.optics,physics.optics,materials science,2024-12-24,2024-12-26T11:24:30.615340
Matrix Chaos Inequalities and Chaos of Combinatorial Type,231,2412.18468v1,math.PR,"math.PR,cs.CC,math.FA",materials science,2024-12-24,2024-12-26T11:24:30.616337
Asymmetric electron distribution induced intrinsically strong anisotropy of thermal transport in bulk CrOCl,266,2412.18461v1,physics.app-ph,physics.app-ph,materials science,2024-12-24,2024-12-26T11:24:30.616337
Ultralow-temperature heat transport evidence for residual density of states in the superconducting state of CsV3Sb5,350,2412.18446v1,cond-mat.supr-con,"cond-mat.supr-con,cond-mat.mtrl-sci,cond-mat.str-el",materials science,2024-12-24,2024-12-26T11:24:30.617334
Normalized field product approach: A parameter-free density evaluation method for close-to-binary solutions in topology optimization with embedded length scale,227,2412.18441v1,cs.CE,cs.CE,materials science,2024-12-24,2024-12-26T11:24:30.618331
Field-free current-induced magnetization switching of a room temperature van der Waals magnet for neuromorphic computing,320,2412.18429v1,physics.app-ph,physics.app-ph,materials science,2024-12-24,2024-12-26T11:24:30.619330
Discovery of 2D Materials via Symmetry-Constrained Diffusion Model,250,2412.18414v1,cond-mat.mtrl-sci,"cond-mat.mtrl-sci,cs.LG,physics.chem-ph",materials science,2024-12-24,2024-12-26T11:24:30.620327
Detectorless 3D terahertz imaging: achieving subwavelength resolution with reflectance confocal interferometric microscopy,289,2412.18403v1,physics.optics,physics.optics,materials science,2024-12-24,2024-12-26T11:24:30.620327
Scheme to Detect the Strong-to-weak Symmetry Breaking via Randomized Measurements,238,2412.18397v1,quant-ph,"quant-ph,cond-mat.quant-gas,cond-mat.stat-mech",materials science,2024-12-24,2024-12-26T11:24:30.621323
Achieving low contact resistance through copper-intercalated bilayer MoS$_2$,209,2412.18385v1,cond-mat.mes-hall,cond-mat.mes-hall,materials science,2024-12-24,2024-12-26T11:24:30.622321
Depth-resolved Nuclear Resonance Scattering under X-ray standing wave -an approach to study interface magnetism,225,2412.18384v1,cond-mat.mtrl-sci,cond-mat.mtrl-sci,materials science,2024-12-24,2024-12-26T11:24:30.622321
Learning Generalized Residual Exchange-Correlation-Uncertain Functional for Density Functional Theory,366,2412.18350v1,cs.CE,cs.CE,materials science,2024-12-24,2024-12-26T11:24:30.623318
Quantum Anharmonic Effects on the Superconductivity of I-43m CH4-H3S at High Pressures: a First-Principles Study,351,2412.18341v1,cond-mat.mtrl-sci,"cond-mat.mtrl-sci,cond-mat.supr-con,physics.app-ph,J.2.9",materials science,2024-12-24,2024-12-26T11:24:30.624315
"PyAtoms: An interactive tool for rapidly simulating atomic scanning tunneling microscopy images of 2D materials, moiré systems and superlattices",287,2412.18332v1,cond-mat.mes-hall,"cond-mat.mes-hall,cond-mat.mtrl-sci,cond-mat.str-el",materials science,2024-12-24,2024-12-26T11:24:30.625313
Actuation and mapping of SAW-induced high-frequency wavefields on suspended graphene membranes,331,2412.18310v1,cond-mat.mes-hall,"cond-mat.mes-hall,physics.app-ph",materials science,2024-12-24,2024-12-26T11:24:30.625313
Temperature crossovers in the specific heat of amorphous magnets,270,2412.18305v1,cond-mat.mes-hall,"cond-mat.mes-hall,cond-mat.dis-nn",materials science,2024-12-24,2024-12-26T11:24:30.626310
Learning to Play Against Unknown Opponents,253,2412.18297v1,cs.GT,"cs.GT,cs.LG",materials science,2024-12-24,2024-12-26T11:24:30.627308
Robust Semi-Supervised Learning in Open Environments,194,2412.18256v1,cs.LG,"cs.LG,cs.AI",materials science,2024-12-24,2024-12-26T11:24:30.627308
Calculations of some doping nanostructurations and patterns improving the functionality of high-temperature superconductors for bolometer device applications,266,2412.18240v1,cond-mat.supr-con,cond-mat.supr-con,materials science,2024-12-24,2024-12-26T11:24:30.628305
Loxodromes and geodesics on rotational surfaces in pseudo-isotropic space,330,2412.18229v1,math.DG,math.DG,materials science,2024-12-24,2024-12-26T11:24:30.629302
Ejecta Wakes from Companion Interaction in Type Ia Supernova Remnants,287,2412.18226v1,astro-ph.HE,astro-ph.HE,materials science,2024-12-24,2024-12-26T11:24:30.630299
Altermagnetic Spin-Splitting Magnetoresistance,173,2412.18220v1,cond-mat.mes-hall,"cond-mat.mes-hall,cond-mat.mtrl-sci,cond-mat.str-el,cond-mat.supr-con,physics.app-ph",materials science,2024-12-24,2024-12-26T11:24:30.630299
Adapter Merging with Centroid Prototype Mapping for Scalable Class-Incremental Learning,200,2412.18219v1,cs.CV,cs.CV,materials science,2024-12-24,2024-12-26T11:24:30.631297
"Driving force of atomic ordering in Fe$_{1-x}$Pt$_{x}$, investigated by density functional theory and machine-learning interatomic potentials Monte Carlo simulations",230,2412.18198v1,cond-mat.mtrl-sci,cond-mat.mtrl-sci,materials science,2024-12-24,2024-12-26T11:24:30.631297
First-Principles Study of the Fermi Surface Topology of CeCu$_{2}$Si$_{2}$,326,2412.18183v1,cond-mat.str-el,cond-mat.str-el,materials science,2024-12-24,2024-12-26T11:24:30.632294
"JANUS: A Stablecoin 3.0 Blueprint for Navigating the Stablecoin Trilemma Through Dual-Token Design, Multi-Collateralization, Soft Peg, and AI-Driven Stabilization",304,2412.18182v1,cs.CE,"cs.CE,91G80,K.4.4",materials science,2024-12-24,2024-12-26T11:24:30.633291
INVESTORBENCH: A Benchmark for Financial Decision-Making Tasks with LLM-based Agent,248,2412.18174v1,cs.CE,"cs.CE,cs.AI,q-fin.CP",materials science,2024-12-24,2024-12-26T11:24:30.633291
Entropy-driven electron density and effective model Hamiltonian for boron systems,262,2412.18172v1,cond-mat.mtrl-sci,cond-mat.mtrl-sci,materials science,2024-12-24,2024-12-26T11:24:30.634289
VISION: A Modular AI Assistant for Natural Human-Instrument Interaction at Scientific User Facilities,224,2412.18161v1,cs.AI,cs.AI,materials science,2024-12-24,2024-12-26T11:24:30.635287
Statistical mechanics of an active wheel rolling in circles,232,2412.18159v1,cond-mat.soft,"cond-mat.soft,cond-mat.mtrl-sci,cond-mat.stat-mech,physics.app-ph",materials science,2024-12-24,2024-12-26T11:24:30.636283
scReader: Prompting Large Language Models to Interpret scRNA-seq Data,299,2412.18156v1,q-bio.GN,"q-bio.GN,cs.AI,cs.CL",materials science,2024-12-24,2024-12-26T11:24:30.636283
Nonlinear nonreciprocal electronic conductivity driven by magnetic field gradients,164,2412.18155v1,cond-mat.str-el,cond-mat.str-el,materials science,2024-12-24,2024-12-26T11:24:30.637281
An Instrumental Value for Data Production and its Application to Data Pricing,346,2412.18140v1,cs.GT,"cs.GT,cs.LG",materials science,2024-12-24,2024-12-26T11:24:30.638278
Learning Randomized Reductions and Program Properties,257,2412.18134v1,cs.LG,"cs.LG,cs.CC,cs.PL,cs.SE",materials science,2024-12-24,2024-12-26T11:24:30.638278
LangYa: Revolutionizing Cross-Spatiotemporal Ocean Forecasting,326,2412.18097v1,physics.ao-ph,"physics.ao-ph,cs.AI",materials science,2024-12-24,2024-12-26T11:24:30.639275
A Review of 3D Particle Tracking and Flow Diagnostics Using Digital Holography,217,2412.18094v1,physics.flu-dyn,"physics.flu-dyn,physics.app-ph",materials science,2024-12-24,2024-12-26T11:24:30.640273
Origin of the insulating and superconducting phases in molecular solid $κ$-(BEDT-TTF)$_2$Cu$_2$(CN)$_3$,392,2412.18088v1,cond-mat.str-el,"cond-mat.str-el,cond-mat.mtrl-sci",materials science,2024-12-24,2024-12-26T11:24:30.641270
From Competition to Centralization: The Oligopoly in Ethereum Block Building Auctions,216,2412.18074v1,cs.GT,cs.GT,materials science,2024-12-24,2024-12-26T11:24:30.641270
Competing electronic ground states in the heavy-fermion superconductor CeRh2As2,248,2412.18068v1,cond-mat.str-el,"cond-mat.str-el,cond-mat.mtrl-sci",materials science,2024-12-24,2024-12-26T11:24:30.642267
Automated Materials Discovery Platform Realized: Scanning Probe Microscopy of Combinatorial Libraries,227,2412.18067v1,cond-mat.mtrl-sci,"cond-mat.mtrl-sci,cond-mat.mes-hall,cs.AI",materials science,2024-12-24,2024-12-26T11:24:30.643265
Emergence of topological defects and spin liquid in a two-orbital spin-fermion model on the honeycomb lattice,139,2412.18057v1,cond-mat.str-el,"cond-mat.str-el,cond-mat.dis-nn,cond-mat.mes-hall,cond-mat.mtrl-sci",materials science,2024-12-24,2024-12-26T11:24:30.643265
A Fluid-Structure Interaction Model of the Zebrafish Aortic Valve,198,2412.18056v1,q-bio.TO,"q-bio.TO,92C35 (Primary), 92C10, 76Z05 (Secondary),J.3.1",materials science,2024-12-24,2024-12-26T11:24:30.644262
Spectroscopic footprints of quantum friction in nonreciprocal and chiral media,280,2412.18044v1,quant-ph,"quant-ph,cond-mat.mes-hall",materials science,2024-12-23,2024-12-26T11:24:30.645259
Time-Probability Dependent Knowledge Extraction in IoT-enabled Smart Building,267,2412.18042v1,cs.IR,"cs.IR,cs.CE",materials science,2024-12-23,2024-12-26T11:24:30.646257
An information theoretic limit to data amplification,243,2412.18041v1,stat.ML,"stat.ML,cs.LG,hep-ex,physics.data-an",materials science,2024-12-23,2024-12-26T11:24:30.646257
Diverse dust populations in the near-Sun environment characterized by PSP/IS$\bigodot$IS,268,2412.18028v1,astro-ph.EP,"astro-ph.EP,astro-ph.SR,physics.space-ph",materials science,2024-12-23,2024-12-26T11:24:30.647254
Collinear Altermagnets and their Landau Theories,277,2412.18025v1,cond-mat.str-el,cond-mat.str-el,materials science,2024-12-23,2024-12-26T11:24:30.648251
Roadmap on Quantum Magnetic Materials,270,2412.18020v1,cond-mat.mtrl-sci,"cond-mat.mtrl-sci,cond-mat.mes-hall",materials science,2024-12-23,2024-12-26T11:24:30.649249
Fast resets of sub-windows on infrared detectors as a strategy for persistence mitigation,200,2412.18013v1,astro-ph.IM,astro-ph.IM,materials science,2024-12-23,2024-12-26T11:24:30.649249
Mechanical softening and enhanced elasticity of lunar olivine probed via nanoindentation and high-pressure X-ray diffraction measurements,286,2412.18010v1,astro-ph.EP,"astro-ph.EP,cond-mat.mtrl-sci",materials science,2024-12-23,2024-12-26T11:24:30.650246
Entropy spectroscopy of a bilayer graphene quantum dot,243,2412.18000v1,cond-mat.mes-hall,cond-mat.mes-hall,materials science,2024-12-23,2024-12-26T11:24:30.651243
WavePulse: Real-time Content Analytics of Radio Livestreams,236,2412.17998v1,cs.IR,"cs.IR,cs.AI",materials science,2024-12-23,2024-12-26T11:24:30.651243
Approximating Ground States of Quantum Hamiltonians with Snapshot-QAOA,344,2412.17990v1,quant-ph,quant-ph,materials science,2024-12-23,2024-12-26T11:24:30.652241
Multilevel Method with Low-Order Equations of Mixed Types and Two Grids in Photon Energy for Thermal Radiative Transfer,278,2412.17989v1,math.NA,"math.NA,cs.NA,physics.comp-ph",materials science,2024-12-23,2024-12-26T11:24:30.653238
A statistical mechanics derivation and implementation of non-conservative phase field models for front propagation in elastic media,267,2412.17972v1,cond-mat.stat-mech,cond-mat.stat-mech,materials science,2024-12-23,2024-12-26T11:24:30.654235
Dynamic Multi-Agent Orchestration and Retrieval for Multi-Source Question-Answer Systems using Large Language Models,210,2412.17964v1,cs.AI,cs.AI,materials science,2024-12-23,2024-12-26T11:24:30.654235
Adaptive Signal Analysis for Automated Subsurface Defect Detection Using Impact Echo in Concrete Slabs,339,2412.17953v1,eess.SP,"eess.SP,cs.AI,cs.CV",materials science,2024-12-23,2024-12-26T11:24:30.655233
Steganography and Probabilistic Risk Analysis: A Game Theoretical Framework for Quantifying Adversary Advantage and Impact,276,2412.17950v1,cs.GT,"cs.GT,cs.CR",materials science,2024-12-23,2024-12-26T11:24:30.656230
Topological junction states in graphene nanoribbons: A route to topological chemistry,152,2412.17949v1,cond-mat.mes-hall,"cond-mat.mes-hall,cond-mat.mtrl-sci,physics.chem-ph",materials science,2024-12-23,2024-12-26T11:24:30.657227
"Optimizing prompt strategies for the Segment Anything Model are explored, focusing on prompt location, number, and reinforcement learning-based agent for prompt placement across four lesion datasets",318,2412.17943v1,eess.IV,eess.IV,materials science,2024-12-23,2024-12-26T11:24:30.658225
"High-efficiency, cryogenic-compatible grating couplers on an AlN-on-sapphire platform through bottom-side coupling",188,2412.17941v1,physics.optics,"physics.optics,physics.app-ph",materials science,2024-12-23,2024-12-26T11:24:30.659222
Wetting-Layer-Assisted Synthesis of Inverted CdSe/PbSe Quantum Dots and their Photophysical and Photo-Electrical Properties,283,2412.17939v1,cond-mat.mes-hall,"cond-mat.mes-hall,cond-mat.mtrl-sci",materials science,2024-12-23,2024-12-26T11:24:30.660219
Growth of bulk crystals of magnetic topological insulators under peritectic conditions,252,2412.17915v1,cond-mat.mtrl-sci,"cond-mat.mtrl-sci,cond-mat.other",materials science,2024-12-23,2024-12-26T11:24:30.661217
"Trading Devil RL: Backdoor attack via Stock market, Bayesian Optimization and Reinforcement Learning",153,2412.17908v1,cs.LG,"cs.LG,cs.CE,physics.comp-ph,physics.soc-ph",materials science,2024-12-23,2024-12-26T11:24:30.661217
Catalogues of Cosmologically Self-Consistent Hadronic QCD Axion Models,214,2412.17896v1,hep-ph,hep-ph,materials science,2024-12-23,2024-12-26T11:24:30.662214
Measurements of the quantum geometric tensor in solids,325,2412.17809v1,cond-mat.mtrl-sci,cond-mat.mtrl-sci,materials science,2024-12-23,2024-12-26T11:24:30.663211
Probing the magnetic origin of the pseudogap using a Fermi-Hubbard quantum simulator,298,2412.17801v1,cond-mat.str-el,"cond-mat.str-el,cond-mat.quant-gas,quant-ph",materials science,2024-12-23,2024-12-26T11:24:30.664209
Observation Interference in Partially Observable Assistance Games,329,2412.17797v1,cs.AI,"cs.AI,cs.GT,cs.LG,cs.MA",materials science,2024-12-23,2024-12-26T11:24:30.665206
Resolving Discrepancies in Calculations of Mechanical Properties of CH\textsubscript{3}NH\textsubscript{3}PbI\textsubscript{3} Perovskites,272,2412.17771v1,cond-mat.mtrl-sci,cond-mat.mtrl-sci,materials science,2024-12-23,2024-12-26T11:24:30.666203
A unified and consistent electrical double layer model for treatment of core and space charge layer in solid electrolytes,251,2412.17750v1,cond-mat.mtrl-sci,"cond-mat.mtrl-sci,physics.chem-ph",materials science,2024-12-23,2024-12-26T11:24:30.666203
Physically Intuitive Anisotropic Model of Hardness,172,2412.17745v1,cond-mat.mtrl-sci,cond-mat.mtrl-sci,materials science,2024-12-23,2024-12-26T11:24:30.667201
Small-amplitude periodic traveling waves in dimer Fermi-Pasta-Ulam-Tsingou lattices,158,2412.17733v1,math.DS,math.DS,materials science,2024-12-23,2024-12-26T11:24:30.667201
Superconductivity in Nanosystems: A Fruitful Path to New Phenomenology in Quantum Materials,149,2412.17722v1,cond-mat.supr-con,cond-mat.supr-con,materials science,2024-12-23,2024-12-26T11:24:30.668198
"Field-Induced Magnon Decay, Magnon Shadows, and Roton Excitations in the Honeycomb Antiferromagnet YbBr$_3$",222,2412.17720v1,cond-mat.str-el,cond-mat.str-el,materials science,2024-12-23,2024-12-26T11:24:30.669195
Robin Hood Reachability Bidding Games,203,2412.17718v1,cs.GT,cs.GT,materials science,2024-12-23,2024-12-26T11:24:30.669195
Ab initio theory of the non-resonant Raman effect in crystals at finite temperature in comparison to experiment: The examples of GaN and BaZrS3,164,2412.17711v1,cond-mat.mtrl-sci,cond-mat.mtrl-sci,materials science,2024-12-23,2024-12-26T11:24:30.670193
From Models to Microtheories: Distilling a Model's Topical Knowledge for Grounded Question Answering,428,2412.17701v2,cs.CL,cs.CL,materials science,2024-12-23,2024-12-26T11:24:30.671190
Tailoring the properties of the 2D ferromagnet CrSBr by lanthanide doping,276,2412.17682v1,cond-mat.mtrl-sci,"cond-mat.mtrl-sci,cond-mat.mes-hall",materials science,2024-12-23,2024-12-26T11:24:30.672187
Euclid: Early Release Observations of diffuse stellar structures and globular clusters as probes of the mass assembly of galaxies in the Dorado group,380,2412.17672v1,astro-ph.GA,"astro-ph.GA,astro-ph.IM",materials science,2024-12-23,2024-12-26T11:24:30.674184
Shape and Performance of Fastest Paths over Networks with Interacting Selfish Agents,324,2412.17665v1,physics.soc-ph,"physics.soc-ph,cond-mat.stat-mech",materials science,2024-12-23,2024-12-26T11:24:30.674184
Effect of arsenic doping on structural and electronic properties of MoSe$_2$ monolayer: an ab initio study,394,2412.17664v1,cond-mat.mtrl-sci,"cond-mat.mtrl-sci,cond-mat.mes-hall",materials science,2024-12-23,2024-12-26T11:24:30.675181
Dynamic control of ferroic domain patterns by thermal quenching,292,2412.17661v1,cond-mat.mtrl-sci,cond-mat.mtrl-sci,materials science,2024-12-23,2024-12-26T11:24:30.676178
Thermo-optic tuning of directional infrared emissivity,292,2412.17659v1,physics.optics,"physics.optics,physics.app-ph",materials science,2024-12-23,2024-12-26T11:24:30.677175
Plasmonic resonances in the chain of spheroidal metallic nanoparticles on the dielectric substrate,178,2412.17656v1,physics.optics,physics.optics,materials science,2024-12-23,2024-12-26T11:24:30.678173
Discovery of an anomalous non-evaporating sub-nanometre water layer in open environment,203,2412.17636v1,cond-mat.mtrl-sci,"cond-mat.mtrl-sci,cond-mat.mes-hall,quant-ph",materials science,2024-12-23,2024-12-26T11:24:30.678173
