title,token_count,arxiv_id,category,categories,query_field,published_date,collection_timestamp
Data Preparation for Fairness-Performance Trade-Offs: A Practitioner-Friendly Alternative?,209,2412.15920v1,cs.SE,"cs.SE,cs.LG",biomedical engineering,2024-12-20,2024-12-23T21:06:43.549882
Vulnerability Detection in Popular Programming Languages with Language Models,240,2412.15905v1,cs.CR,"cs.CR,cs.SE",biomedical engineering,2024-12-20,2024-12-23T21:06:43.550880
AI-in-the-loop: The future of biomedical visual analytics applications in the era of AI,282,2412.15876v1,cs.HC,"cs.HC,cs.AI,cs.GR,68U01,H.1.2; H.5.2; I.3.6; I.2.1; J.3; D.2.0",biomedical engineering,2024-12-20,2024-12-23T21:06:43.551877
User Modeling in Model-Driven Engineering: A Systematic Literature Review,223,2412.15871v1,cs.SE,cs.SE,biomedical engineering,2024-12-20,2024-12-23T21:06:43.551877
Revealing spin-flip two-level systems using ultra-thin film superconducting resonators,201,2412.15856v1,cond-mat.mes-hall,"cond-mat.mes-hall,quant-ph",biomedical engineering,2024-12-20,2024-12-23T21:06:43.552874
WebLLM: A High-Performance In-Browser LLM Inference Engine,291,2412.15803v1,cs.LG,"cs.LG,cs.AI",biomedical engineering,2024-12-20,2024-12-23T21:06:43.553871
Bi-directional Mapping of Morphology Metrics and 3D City Blocks for Enhanced Characterization and Generation of Urban Form,321,2412.15801v1,cs.CE,"cs.CE,cs.AI",biomedical engineering,2024-12-20,2024-12-23T21:06:43.553871
Combinatorial Optimization with Quantum Computers,166,2412.15778v1,cs.ET,"cs.ET,quant-ph",biomedical engineering,2024-12-20,2024-12-23T21:06:43.554869
On the optimal growth of autocatalytic subnetworks: A Mathematical Optimization Approach,265,2412.15776v1,math.OC,"math.OC,cs.CE",biomedical engineering,2024-12-20,2024-12-23T21:06:43.555866
Understanding the Effect of Agile Practice Quality on Software Product Quality,246,2412.15761v1,cs.SE,"cs.SE,D.2; D.2.9",biomedical engineering,2024-12-20,2024-12-23T21:06:43.556863
Critique of Impure Reason: Unveiling the reasoning behaviour of medical Large Language Models,216,2412.15748v1,cs.CL,"cs.CL,cs.AI,cs.LG",biomedical engineering,2024-12-20,2024-12-23T21:06:43.556863
Dynamic Learning Rate Decay for Stochastic Variational Inference,290,2412.15745v1,cs.CE,cs.CE,biomedical engineering,2024-12-20,2024-12-23T21:06:43.557860
Electrically-tunable ultra-flat bands and $π$-electron magnetism in graphene nanoribbons,233,2412.15729v1,cond-mat.mes-hall,"cond-mat.mes-hall,cond-mat.mtrl-sci",biomedical engineering,2024-12-20,2024-12-23T21:06:43.558857
PoisonCatcher: Revealing and Identifying LDP Poisoning Attacks in IIoT,365,2412.15704v1,cs.CR,cs.CR,biomedical engineering,2024-12-20,2024-12-23T21:06:43.559856
Cracking the Code: Evaluating Zero-Shot Prompting Methods for Providing Programming Feedback,95,2412.15702v1,cs.SE,cs.SE,biomedical engineering,2024-12-20,2024-12-23T21:06:43.560852
"Revealing the Black Box of Device Search Engine: Scanning Assets, Strategies, and Ethical Consideration",315,2412.15696v1,cs.CR,cs.CR,biomedical engineering,2024-12-20,2024-12-23T21:06:43.561849
Effect of three-orifice baffles orientation on the flow and thermal-hydraulic performance: experimental analysis for net and oscillatory flows,368,2412.15682v1,physics.flu-dyn,physics.flu-dyn,biomedical engineering,2024-12-20,2024-12-23T21:06:43.562847
High-Dimensional Bayesian Optimisation with Large-Scale Constraints via Latent Space Gaussian Processes,301,2412.15679v1,cs.CE,cs.CE,biomedical engineering,2024-12-20,2024-12-23T21:06:43.563844
Code Review Automation Via Multi-task Federated LLM -- An Empirical Study,310,2412.15676v1,cs.SE,cs.SE,biomedical engineering,2024-12-20,2024-12-23T21:06:43.563844
"Gender Disparities in Contributions, Leadership, and Collaboration: An Exploratory Study on Software Systems Research",334,2412.15661v1,cs.SE,cs.SE,biomedical engineering,2024-12-20,2024-12-23T21:06:43.564842
Adaptable and Precise: Enterprise-Scenario LLM Function-Calling Capability Training Pipeline,263,2412.15660v1,cs.AI,"cs.AI,cs.CL,cs.SE",biomedical engineering,2024-12-20,2024-12-23T21:06:43.565839
Unified real-space construction scheme for flat bands based on symmetric compact localized states,346,2412.15653v1,cond-mat.mes-hall,cond-mat.mes-hall,biomedical engineering,2024-12-20,2024-12-23T21:06:43.566836
Darkit: A User-Friendly Software Toolkit for Spiking Large Language Model,194,2412.15634v1,cs.SE,cs.SE,biomedical engineering,2024-12-20,2024-12-23T21:06:43.567834
Insights from the Frontline: GenAI Utilization Among Software Engineering Students,164,2412.15624v1,cs.HC,"cs.HC,cs.SE",biomedical engineering,2024-12-20,2024-12-23T21:06:43.567834
Microservices-Based Framework for Predictive Analytics and Real-time Performance Enhancement in Travel Reservation Systems,303,2412.15616v1,cs.IT,"cs.IT,cs.AI,cs.CE,cs.LG,math.IT",biomedical engineering,2024-12-20,2024-12-23T21:06:43.568831
On-Demand Magnon Resonance Isolation in Cavity Magnonics,168,2412.15600v1,cond-mat.mes-hall,"cond-mat.mes-hall,physics.app-ph",biomedical engineering,2024-12-20,2024-12-23T21:06:43.569828
SaliencyI2PLoc: saliency-guided image-point cloud localization using contrastive learning,351,2412.15577v1,cs.CV,"cs.CV,cs.LG,cs.RO",biomedical engineering,2024-12-20,2024-12-23T21:06:43.570825
MORTAR: Metamorphic Multi-turn Testing for LLM-based Dialogue Systems,270,2412.15557v1,cs.SE,"cs.SE,cs.CL",biomedical engineering,2024-12-20,2024-12-23T21:06:43.570825
VLM-RL: A Unified Vision Language Models and Reinforcement Learning Framework for Safe Autonomous Driving,329,2412.15544v1,cs.RO,"cs.RO,cs.AI,cs.CV",biomedical engineering,2024-12-20,2024-12-23T21:06:43.571823
Mid-Air Single-Sided Acoustic Levitation in High-Pressure Regions,167,2412.15539v1,physics.app-ph,physics.app-ph,biomedical engineering,2024-12-20,2024-12-23T21:06:43.572820
XRAG: eXamining the Core -- Benchmarking Foundational Components in Advanced Retrieval-Augmented Generation,234,2412.15529v1,cs.CL,"cs.CL,cs.AI",biomedical engineering,2024-12-20,2024-12-23T21:06:43.572820
Cross-feeding percolation phase transitions of inter-cellular metabolic networks,279,2412.09088v1,cond-mat.stat-mech,"cond-mat.stat-mech,q-bio.CB",nanotechnology,2024-12-12,2024-12-23T21:06:44.680538
Engineering of self-bending surface plasmon polaritons through Hermite-Gaussian mode expansion,283,2412.08706v1,physics.optics,"physics.optics,quant-ph",nanotechnology,2024-12-11,2024-12-23T21:06:44.681536
Anomalous hardening of spin waves in cobalt/molecular-semiconductor heterostructures reveals strongly anisotropic spinterface magnetism,300,2412.08677v1,cond-mat.mtrl-sci,"cond-mat.mtrl-sci,cond-mat.mes-hall",nanotechnology,2024-12-11,2024-12-23T21:06:44.681536
Surface-plasmon polaritons in multilayer jellium systems: dispersion and spatial description,177,2412.05057v1,physics.optics,"physics.optics,cond-mat.mes-hall",nanotechnology,2024-12-06,2024-12-23T21:06:44.682533
Ferroelectric domain walls for environmental sensors,217,2412.03691v1,cond-mat.mtrl-sci,cond-mat.mtrl-sci,nanotechnology,2024-12-04,2024-12-23T21:06:44.683530
Memristive Nanowire Network for Energy Efficient Audio Classification: Pre-Processing-Free Reservoir Computing with Reduced Latency,344,2411.19611v1,cs.SD,"cs.SD,cond-mat.dis-nn,eess.AS,physics.app-ph,stat.CO",nanotechnology,2024-11-29,2024-12-23T21:06:44.683530
Temporal synthesis of optical nonlinearity through synergy of spectrally-tuneable electron and phonon dynamics in a metamaterial,338,2411.16265v1,physics.optics,physics.optics,nanotechnology,2024-11-25,2024-12-23T21:06:44.684528
Synchronized motion of gold nanoparticles in an optothermal trap,239,2411.15512v2,physics.optics,"physics.optics,cond-mat.mes-hall,cond-mat.soft",nanotechnology,2024-11-23,2024-12-23T21:06:44.685526
Simulation of Nanorobots with Artificial Intelligence and Reinforcement Learning for Advanced Cancer Cell Detection and Tracking,302,2411.02345v1,cs.RO,"cs.RO,cs.AI,physics.med-ph,q-bio.OT,Artificial intelligence",nanotechnology,2024-11-04,2024-12-23T21:06:44.686523
Defects in graphite engineered by ion implantation for the self-assembly of gold nanoparticles,189,2411.02204v1,cond-mat.mtrl-sci,"cond-mat.mtrl-sci,cond-mat.mes-hall",nanotechnology,2024-11-04,2024-12-23T21:06:44.686523
Ultrafast Entropy Production in Non-Equilibrium Magnets,198,2410.23205v2,cond-mat.stat-mech,cond-mat.stat-mech,nanotechnology,2024-10-30,2024-12-23T21:06:44.687521
The mutual dynamics of a resonant particle inside rectangular cavity: Collective polarizability calculation via a ladder-type alternative Green's functions approach,308,2410.20845v1,physics.app-ph,physics.app-ph,nanotechnology,2024-10-28,2024-12-23T21:06:44.688518
Security and RAS in the Computing Continuum,145,2410.17116v1,cs.CR,"cs.CR,cs.DC",nanotechnology,2024-10-22,2024-12-23T21:06:44.688518
Backbone Mediated Electrical Transport in a Double-Stranded DNA,317,2410.15845v2,cond-mat.mes-hall,cond-mat.mes-hall,nanotechnology,2024-10-21,2024-12-23T21:06:44.689515
Effect of Grafting Density on the Two-dimensional Assembly of Nanoparticles,242,2410.05456v1,cond-mat.soft,cond-mat.soft,nanotechnology,2024-10-07,2024-12-23T21:06:44.690513
Energy-efficient picosecond spin-orbit torque magnetization switching in ferro- and ferrimagnetic films,310,2410.00474v1,cond-mat.mtrl-sci,cond-mat.mtrl-sci,nanotechnology,2024-10-01,2024-12-23T21:06:44.690513
Single-molecule Automata: Harnessing Kinetic-Thermodynamic Discrepancy for Temporal Pattern Recognition,238,2409.19803v1,cond-mat.stat-mech,"cond-mat.stat-mech,physics.bio-ph",nanotechnology,2024-09-29,2024-12-23T21:06:44.691510
Microscopic Geared Mechanisms,240,2409.17284v1,physics.optics,"physics.optics,cond-mat.soft",nanotechnology,2024-09-25,2024-12-23T21:06:44.692508
Size-dependent multiexciton dynamics governs scintillation from perovskite quantum dots,282,2409.16994v1,physics.app-ph,"physics.app-ph,cond-mat.mes-hall",nanotechnology,2024-09-25,2024-12-23T21:06:44.693506
How we simulate DNA origami,221,2409.13206v1,cond-mat.soft,"cond-mat.soft,physics.comp-ph,physics.ed-ph",nanotechnology,2024-09-20,2024-12-23T21:06:44.694502
Simulation of charged nanotubes self-assembly during evaporation of a sessile droplet on a substrate,219,2409.12647v1,cond-mat.soft,cond-mat.soft,nanotechnology,2024-09-19,2024-12-23T21:06:44.695499
Programmable multifunctional integrated microwave photonic circuit on thin-film lithium niobate,217,2409.10227v2,physics.optics,"physics.optics,physics.app-ph",nanotechnology,2024-09-16,2024-12-23T21:06:44.695499
Tuned ionic mobility by Ultrafast-laser pulses in Black Silicon,298,2409.07659v1,cond-mat.mtrl-sci,"cond-mat.mtrl-sci,cond-mat.other",nanotechnology,2024-09-11,2024-12-23T21:06:44.696497
Dissipative self-assembly of patchy particles under nonequilibrium drive: a computational study,290,2409.04748v1,cond-mat.soft,"cond-mat.soft,cond-mat.stat-mech,physics.comp-ph",nanotechnology,2024-09-07,2024-12-23T21:06:44.697494
AI and Machine Learning Approaches for Predicting Nanoparticles Toxicity The Critical Role of Physiochemical Properties,218,2409.15322v1,physics.chem-ph,"physics.chem-ph,cs.LG,I.2.6, I.2.8 I.2.6, I.2.8,I.2.6; I.2.8",nanotechnology,2024-09-06,2024-12-23T21:06:44.698491
On chip high-dimensional entangled photon sources,298,2409.03224v1,quant-ph,quant-ph,nanotechnology,2024-09-05,2024-12-23T21:06:44.698491
Ultrathin natural biotite crystals as a dielectric layer for van der Waals heterostructure applications,413,2408.16697v1,cond-mat.mtrl-sci,"cond-mat.mtrl-sci,physics.app-ph",nanotechnology,2024-08-29,2024-12-23T21:06:44.699996
Theory of High-Temperature Superfluorescence in Hybrid Perovskite Thin Films,354,2408.15169v1,physics.optics,"physics.optics,cond-mat.mes-hall",nanotechnology,2024-08-27,2024-12-23T21:06:44.700994
Collective bistability of pyridine-furan nanosprings coupled by a graphene plate,243,2408.13371v1,cond-mat.mes-hall,cond-mat.mes-hall,nanotechnology,2024-08-23,2024-12-23T21:06:44.700994
Current rectification via Photosystem I monolayers induced by their orientation on hydrophilic self-assembled monolayers on titanium nitride,208,2408.09276v1,physics.bio-ph,"physics.bio-ph,cond-mat.mtrl-sci,cond-mat.soft",nanotechnology,2024-08-17,2024-12-23T21:06:44.701992
Nanometric dual-comb ranging using photon-level microcavity solitons,224,2408.05739v1,physics.optics,physics.optics,nanotechnology,2024-08-11,2024-12-23T21:06:44.702989
Multiscale modeling framework of a constrained fluid with complex boundaries using twin neural networks,212,2408.03263v1,physics.chem-ph,"physics.chem-ph,physics.comp-ph",nanotechnology,2024-08-06,2024-12-23T21:06:44.702989
Scientific Exploration with Expert Knowledge (SEEK) in Autonomous Scanning Probe Microscopy with Active Learning,248,2408.02071v1,cond-mat.mtrl-sci,"cond-mat.mtrl-sci,physics.app-ph",nanotechnology,2024-08-04,2024-12-23T21:06:44.703986
Hyperspectral near infrared imaging using a tunable spectral phasor,264,2407.21684v1,physics.optics,"physics.optics,physics.app-ph",nanotechnology,2024-07-31,2024-12-23T21:06:44.704984
Automating Blueprints for Colloidal Quasicrystal Assembly,175,2407.19968v1,cond-mat.soft,cond-mat.soft,nanotechnology,2024-07-29,2024-12-23T21:06:44.704984
Giant Purcell broadening and Lamb shift for DNA-assembled near-infrared quantum emitters,269,2407.19513v1,physics.optics,"physics.optics,cond-mat.mes-hall,quant-ph",nanotechnology,2024-07-28,2024-12-23T21:06:44.705981
"Comment on ""Ballistic Majorana Nanowire Devices"" by Gul et al. Nature Nanotechnology 2018",140,2407.18623v1,cond-mat.mes-hall,"cond-mat.mes-hall,cond-mat.str-el,cond-mat.supr-con",nanotechnology,2024-07-26,2024-12-23T21:06:44.705981
Quadrupolar Excitons in MoSe2 Bilayers,264,2407.18040v1,cond-mat.mes-hall,cond-mat.mes-hall,nanotechnology,2024-07-25,2024-12-23T21:06:44.706978
End-to-end simulations of photonic phase correctors for adaptive optics systems,201,2407.11171v1,physics.optics,"physics.optics,astro-ph.IM",nanotechnology,2024-07-15,2024-12-23T21:06:44.707976
Roadmap for Animate Matter,210,2407.10623v3,cond-mat.mtrl-sci,"cond-mat.mtrl-sci,cond-mat.soft,physics.app-ph",nanotechnology,2024-07-15,2024-12-23T21:06:44.708975
Selective area epitaxy of in-plane HgTe nanostrcutures on CdTe(001) substrate,422,2407.08402v1,cond-mat.mtrl-sci,cond-mat.mtrl-sci,nanotechnology,2024-07-11,2024-12-23T21:06:44.709973
Pentagonal Photonic Crystal Mirrors: Scalable Lightsails with Enhanced Acceleration via Neural Topology Optimization,309,2407.07896v1,physics.optics,"physics.optics,cond-mat.mes-hall,cs.LG,physics.app-ph,physics.space-ph",nanotechnology,2024-07-10,2024-12-23T21:06:44.710969
Electronic Correlations in Multielectron Silicon Quantum Dots,315,2407.04289v1,cond-mat.mes-hall,"cond-mat.mes-hall,quant-ph",nanotechnology,2024-07-05,2024-12-23T21:06:44.711965
Strengthening of the superconductivity by real space decimation of the flat band states,213,2406.18153v1,cond-mat.supr-con,cond-mat.supr-con,nanotechnology,2024-06-26,2024-12-23T21:06:44.712962
Near-field Strong Coupling and Entanglement of Quantum Emitters for Room-temperature Quantum Technologies,205,2406.15171v2,physics.optics,"physics.optics,quant-ph",nanotechnology,2024-06-21,2024-12-23T21:06:44.712962
Highly Sensitive Label-free Biomolecular Detection Using Au-WS2 Nanohybrid Based SERS Substrates,384,2406.13591v1,physics.app-ph,"physics.app-ph,cond-mat.mtrl-sci",nanotechnology,2024-06-19,2024-12-23T21:06:44.713960
Photoinduced Patterning of Oxygen Vacancies to Promote the Ferroelectric Phase of $\mathrm{Hf_{0.5}Zr_{0.5}O_2}$,225,2406.11763v1,cond-mat.mtrl-sci,"cond-mat.mtrl-sci,cond-mat.mes-hall",nanotechnology,2024-06-17,2024-12-23T21:06:44.714957
A hybrid graphene-siliconnitride nanomembrane as a versatile and ultra-widely tunable mechanical device,247,2406.11596v2,cond-mat.mes-hall,"cond-mat.mes-hall,physics.app-ph",nanotechnology,2024-06-17,2024-12-23T21:06:44.714957
Long-Range Quantum Tunneling via Matter Wave,233,2406.06162v1,quant-ph,"quant-ph,cond-mat.quant-gas",nanotechnology,2024-06-10,2024-12-23T21:06:44.715955
A comprehensive approach to incorporating intermolecular dispersion into the openCOSMO-RS model. Part 1: Halocarbons,210,2406.05244v1,cond-mat.soft,"cond-mat.soft,physics.chem-ph,physics.comp-ph",nanotechnology,2024-06-07,2024-12-23T21:06:44.716952
Role of the ratio of tangential to normal stiffness coefficient on the behaviour of vibrofluidised particles,315,2412.16133v1,cond-mat.soft,cond-mat.soft,materials science,2024-12-20,2024-12-23T21:06:46.310967
Data-Driven Mechanism Design: Jointly Eliciting Preferences and Information,198,2412.16132v1,econ.TH,"econ.TH,cs.GT",materials science,2024-12-20,2024-12-23T21:06:46.311964
Determination of the Magnetic Structure of Spin Glass Compound $\text{Zn}_{0.5}\text{Mn}_{0.5}\text{Te}$ Using Real-Space Methods,418,2412.16130v1,cond-mat.mtrl-sci,cond-mat.mtrl-sci,materials science,2024-12-20,2024-12-23T21:06:46.312961
Convolutional Deep Operator Networks for Learning Nonlinear Focused Ultrasound Wave Propagation in Heterogeneous Spinal Cord Anatomy,328,2412.16118v1,physics.med-ph,"physics.med-ph,cs.AI",materials science,2024-12-20,2024-12-23T21:06:46.313959
Demystifying the Potential of ChatGPT-4 Vision for Construction Progress Monitoring,209,2412.16108v1,cs.CV,"cs.CV,cs.AI",materials science,2024-12-20,2024-12-23T21:06:46.313959
Local structure and phonon states mediated by intercalation-driven doping in superconducting $Li_{1.0}(C_5H_5N)_yFe_{2-z}Se_2$,474,2412.16103v1,cond-mat.supr-con,"cond-mat.supr-con,cond-mat.mtrl-sci,cond-mat.str-el",materials science,2024-12-20,2024-12-23T21:06:46.314956
Decision algorithms for fragments of real analysis.\ II. A theory of differentiable functions with convexity and concavity predicates,137,2412.16091v1,cs.LO,"cs.LO,03B25, 26A99",materials science,2024-12-20,2024-12-23T21:06:46.315953
Benchmarking stochasticity behind reproducibility: denoising strategies in Ta$_2$O$_5$ memristors,235,2412.16080v1,cond-mat.mes-hall,"cond-mat.mes-hall,cond-mat.mtrl-sci",materials science,2024-12-20,2024-12-23T21:06:46.316950
Fair Distributed Machine Learning with Imbalanced Data as a Stackelberg Evolutionary Game,250,2412.16079v1,cs.LG,"cs.LG,cs.CV,cs.GT,cs.NE",materials science,2024-12-20,2024-12-23T21:06:46.316950
Formal Mathematical Reasoning: A New Frontier in AI,249,2412.16075v1,cs.AI,"cs.AI,cs.LG,cs.LO",materials science,2024-12-20,2024-12-23T21:06:46.317948
Motif Caller: Sequence Reconstruction for Motif-Based DNA Storage,295,2412.16074v1,cs.OH,"cs.OH,q-bio.GN",materials science,2024-12-20,2024-12-23T21:06:46.318945
A Bayesian prevalence-incidence mixture model for screening outcomes with misclassification,308,2412.16065v1,stat.ME,"stat.ME,stat.CO,62N02",materials science,2024-12-20,2024-12-23T21:06:46.319943
SAT Solving for Variants of First-Order Subsumption,331,2412.16058v1,cs.LO,cs.LO,materials science,2024-12-20,2024-12-23T21:06:46.320940
A two-dimensional 10-qubit array in germanium with robust and localised qubit control,219,2412.16044v1,cond-mat.mes-hall,"cond-mat.mes-hall,quant-ph",materials science,2024-12-20,2024-12-23T21:06:46.320940
Integral representation for a relaxed optimal design problem for non-simple grade two materials,99,2412.16027v1,math.AP,"math.AP,math.OC,49J45, 49Q20, 26B25",materials science,2024-12-20,2024-12-23T21:06:46.321937
Electric Vehicle Charging Stations Placement Optimization in Vietnam Using Mixed-Integer Nonlinear Programming Model,234,2412.16025v1,cs.CE,cs.CE,materials science,2024-12-20,2024-12-23T21:06:46.321937
QUANTUM ESPRESSO implementation of the RPA-based functional,170,2412.16017v1,cond-mat.mtrl-sci,"cond-mat.mtrl-sci,cond-mat.str-el",materials science,2024-12-20,2024-12-23T21:06:46.322934
"MAD-NG, a standalone multiplatform tool for linear and non-linear optics design and optimisation",205,2412.16006v1,cs.CE,cs.CE,materials science,2024-12-20,2024-12-23T21:06:46.323932
Single-shot all-optical magnetization switching in in-plane magnetized magnetic tunnel junction,146,2412.16005v1,cond-mat.mtrl-sci,"cond-mat.mtrl-sci,cond-mat.mes-hall",materials science,2024-12-20,2024-12-23T21:06:46.323932
Feedback Regulated Opto-Mechanical Soft Robotic Actuators,236,2412.15990v1,cs.RO,"cs.RO,cond-mat.mtrl-sci",materials science,2024-12-20,2024-12-23T21:06:46.324929
Identifying and quantifying Su-Schrieffer-Heeger-like interactions with RIXS,220,2412.15981v1,cond-mat.str-el,cond-mat.str-el,materials science,2024-12-20,2024-12-23T21:06:46.325928
Extraordinary oxidation behavior of W-Zr thin-film metallic glasses: A route for tailoring functional properties of W-Zr-O films,297,2412.15943v1,cond-mat.mtrl-sci,cond-mat.mtrl-sci,materials science,2024-12-20,2024-12-23T21:06:46.325928
Dynamic heterogeneity in the self-induced spin glass state of elemental neodymium,240,2412.15916v1,cond-mat.mtrl-sci,"cond-mat.mtrl-sci,cond-mat.dis-nn,cond-mat.mes-hall",materials science,2024-12-20,2024-12-23T21:06:46.326925
Topological junctions for one-dimensional systems,117,2412.15887v1,math-ph,"math-ph,cond-mat.mtrl-sci,math.MP,34L40, 34B09, 53D12,",materials science,2024-12-20,2024-12-23T21:06:46.326925
First Constraint on the Diffuse Supernova Neutrino Background through the CE$ν$NS process from the LZ experiment,281,2412.15886v1,hep-ex,hep-ex,materials science,2024-12-20,2024-12-23T21:06:46.327921
Direct measurement of the local electrocaloric effect in 2D ferroelectric In${}_2$Se${}_3$ by Scanning Electrocaloric Thermometry,288,2412.15884v1,cond-mat.mes-hall,"cond-mat.mes-hall,cond-mat.mtrl-sci",materials science,2024-12-20,2024-12-23T21:06:46.328918
Observation of distorted tilted conical phase at the surface of a bulk chiral magnet with resonant elastic x-ray scattering,166,2412.15882v1,cond-mat.str-el,"cond-mat.str-el,cond-mat.mtrl-sci",materials science,2024-12-20,2024-12-23T21:06:46.328918
On the Power of Strategic Corpus Enrichment in Content Creation Games,287,2412.15878v1,cs.GT,cs.GT,materials science,2024-12-20,2024-12-23T21:06:46.329916
Approximate State Abstraction for Markov Games,232,2412.15877v1,cs.GT,"cs.GT,cs.AI,cs.MA",materials science,2024-12-20,2024-12-23T21:06:46.330913
Controlled polymorphic competition -- a path to tough and hard ceramics,382,2412.15874v1,cond-mat.mtrl-sci,cond-mat.mtrl-sci,materials science,2024-12-20,2024-12-23T21:06:46.331910
IRGS: Inter-Reflective Gaussian Splatting with 2D Gaussian Ray Tracing,207,2412.15867v1,cs.CV,cs.CV,materials science,2024-12-20,2024-12-23T21:06:46.331910
Understanding the Structure and Resilience of the Brazilian Federal Road Network Through Network Science,208,2412.15865v1,physics.soc-ph,"physics.soc-ph,cs.CY",materials science,2024-12-20,2024-12-23T21:06:46.332908
Revealing spin-flip two-level systems using ultra-thin film superconducting resonators,201,2412.15856v1,cond-mat.mes-hall,"cond-mat.mes-hall,quant-ph",materials science,2024-12-20,2024-12-23T21:06:46.332908
Traffic-Rule-Compliant Trajectory Repair via Satisfiability Modulo Theories and Reachability Analysis,146,2412.15837v1,cs.RO,"cs.RO,cs.AI",materials science,2024-12-20,2024-12-23T21:06:46.333905
Enriching Social Science Research via Survey Item Linking,338,2412.15831v1,cs.DL,"cs.DL,cs.CL",materials science,2024-12-20,2024-12-23T21:06:46.334903
SUBMASSIVE: Resolving Subclass Cycles in Very Large Knowledge Graphs,170,2412.15829v1,cs.LO,"cs.LO,cs.SC,math.OC,68T27, 68T20, 68T09,F.3.0; I.2.1; I.2.4",materials science,2024-12-20,2024-12-23T21:06:46.334903
Using matrix-product states for time-series machine learning,371,2412.15826v1,stat.ML,"stat.ML,cs.LG,quant-ph",materials science,2024-12-20,2024-12-23T21:06:46.335900
Unveiling the Mechanisms of DAI: A Logic-Based Approach to Stablecoin Analysis,134,2412.15814v1,cs.CR,"cs.CR,cs.DC,cs.LO",materials science,2024-12-20,2024-12-23T21:06:46.336897
Bi-directional Mapping of Morphology Metrics and 3D City Blocks for Enhanced Characterization and Generation of Urban Form,321,2412.15801v1,cs.CE,"cs.CE,cs.AI",materials science,2024-12-20,2024-12-23T21:06:46.337894
Elementary theory of Magnetoferrons: bringing magnons and ferrons together in multiferroic systems,129,2412.15796v1,cond-mat.mes-hall,cond-mat.mes-hall,materials science,2024-12-20,2024-12-23T21:06:46.337894
A detailed examination of polysilicon resistivity incorporating the grain size distribution,282,2412.15784v1,cond-mat.mtrl-sci,"cond-mat.mtrl-sci,physics.comp-ph",materials science,2024-12-20,2024-12-23T21:06:46.338892
On the optimal growth of autocatalytic subnetworks: A Mathematical Optimization Approach,265,2412.15776v1,math.OC,"math.OC,cs.CE",materials science,2024-12-20,2024-12-23T21:06:46.339889
Coherent Interactions of Free Electrons and Matter: Toward Tunable Compact X-ray Sources,334,2412.15775v1,physics.app-ph,"physics.app-ph,physics.optics",materials science,2024-12-20,2024-12-23T21:06:46.339889
Stabilization of active tissue deformation by a dynamic morphogen gradient,271,2412.15774v1,cond-mat.soft,"cond-mat.soft,q-bio.TO",materials science,2024-12-20,2024-12-23T21:06:46.340886
Network-forming phase separation of oppositely charged polyelectrolytes forming coacervates in a solvent,243,2412.15753v1,cond-mat.soft,"cond-mat.soft,physics.bio-ph,physics.chem-ph",materials science,2024-12-20,2024-12-23T21:06:46.341884
Photon proliferation from $N$-body dark matter annihilation,156,2412.15749v1,hep-ph,"hep-ph,astro-ph.CO",materials science,2024-12-20,2024-12-23T21:06:46.341884
Building Bridges: AI Custom Chatbots as Mediators between Mathematics and Physics,233,2412.15747v1,physics.ed-ph,physics.ed-ph,materials science,2024-12-20,2024-12-23T21:06:46.342881
Dynamic Learning Rate Decay for Stochastic Variational Inference,290,2412.15745v1,cs.CE,cs.CE,materials science,2024-12-20,2024-12-23T21:06:46.343878
Distribution-Free Normal Modal Logics,224,2412.15736v1,cs.LO,"cs.LO,math.LO",materials science,2024-12-20,2024-12-23T21:06:46.343878
Electrically-tunable ultra-flat bands and $π$-electron magnetism in graphene nanoribbons,233,2412.15729v1,cond-mat.mes-hall,"cond-mat.mes-hall,cond-mat.mtrl-sci",materials science,2024-12-20,2024-12-23T21:06:46.344876
Stochastic Analysis of Entanglement-assisted Quantum Communication Channels,172,2412.16157v1,math.PR,"math.PR,cs.NI,quant-ph,60K25, 68M20, 60F17, 60F05",semiconductor physics,2024-12-20,2024-12-23T21:06:48.187260
Shape Shifters: Does Body Shape Change the Perception of Small-Scale Crowd Motions?,200,2412.16151v1,cs.HC,"cs.HC,cs.GR",semiconductor physics,2024-12-20,2024-12-23T21:06:48.188258
The Classical Super-Phaserotation Infrared Triangle,142,2412.16149v1,hep-th,hep-th,semiconductor physics,2024-12-20,2024-12-23T21:06:48.188258
Quantitative classicality in cosmological interactions during inflation,322,2412.16143v1,gr-qc,"gr-qc,hep-th",semiconductor physics,2024-12-20,2024-12-23T21:06:48.189255
The Classical Super-Rotation Infrared Triangle,253,2412.16142v1,hep-th,"hep-th,gr-qc",semiconductor physics,2024-12-20,2024-12-23T21:06:48.190252
Borel singularities and Stokes constants of the topological string free energy on one-parameter Calabi-Yau threefolds,144,2412.16140v1,hep-th,"hep-th,math.AG",semiconductor physics,2024-12-20,2024-12-23T21:06:48.190252
Henneaux-Teitelboim Form of the Generalized Unimodular Gravity Action,155,2412.16139v1,hep-th,"hep-th,gr-qc",semiconductor physics,2024-12-20,2024-12-23T21:06:48.191250
Cross-sectional Topology Optimization of Slender Soft Pneumatic Actuators using Genetic Algorithms and Geometrically Exact Beam Models,330,2412.16138v1,cs.RO,"cs.RO,physics.comp-ph",semiconductor physics,2024-12-20,2024-12-23T21:06:48.192248
