title,abstract,token_count,arxiv_id,category,categories,query_field,published_date,collection_timestamp
Multipartite entanglement structure of monitored quantum circuits,"Monitored quantum circuits have attracted significant interest as an example
of synthetic quantum matter, intrinsically defined by their quantum information
content. Here, we propose a multipartite entanglement perspective on monitored
phases through the lens of quantum Fisher information. Our findings reveal that
unstructured monitored random circuits fail to exhibit divergent multipartite
entanglement even at criticality, highlighting their departure from standard
quantum critical behavior. However, we demonstrate that genuinely multipartite
entangled phases can be realized through two-site measurements, provided a
protection mechanism is in place. This work positions multipartite entanglement
as a valuable perspective for the study of interacting monitored circuits and
broader frameworks of noisy quantum dynamics.",142,2412.16062v1,quant-ph,"quant-ph,cond-mat.stat-mech",semiconductor physics,2024-12-20,2024-12-23T21:06:48.207208
Phase structure of quark matter and in-medium properties of mesons from Callan-Symanzik flows,"We compute meson spectral functions at finite temperature and density in the
quark-meson model, supplemented with a computation of the phase diagram. In
particular, we provide a detailed analysis of the non-analytic structure of the
meson two-point functions which is of great relevance for phenomenological
applications, such as moat regimes and inhomogeneous phases. Furthermore, it is
also relevant from a field-theoretical standpoint as it provides an insight
into the applicability of derivative expansions of the effective action to
studies of general fermion-boson models, both at zero and finite chemical
potential. Our computation is based on a functional renormalization group setup
that preserves causality, all spacetime symmetries, and the Silver-Blaze
property. The combination of these properties can only be achieved by a
Callan-Symanzik regulator. Instead of momentum shell integrations,
renormalization group flows generated by such a regulator describe the change
of the theory induced by a change of the masses of the mesons and quarks. A
particular focus of our work lies on the construction of controlled
Callan-Symanzik flows in the presence of spontaneous and explicit chiral
symmetry breaking by means of chiral Ward-Takahashi identities.",258,2412.16059v1,hep-ph,"hep-ph,nucl-th",semiconductor physics,2024-12-20,2024-12-23T21:06:48.208713
One-loop corrections to near extremal Kerr thermodynamics from semiclassical Virasoro blocks,"We propose a method to perform an exact calculation of one-loop quantum
corrections to black hole entropy in terms of Virasoro semiclassical blocks. We
analyse in detail four-dimensional Kerr black hole and show that in the
near-extremal limit a branch of long-lived modes arises. We prove that the
contribution of these modes accounts for a $(s-1/2)\log T_{\text{Hawking}}$
correction to the entropy for massless particles of spin $s=1,2$. We show that
in the full calculation performed in the exact Kerr background the leading
contribution actually is sourced by the near-horizon region only, and as such
has a universal validity for any asymptotic behavior at infinity.",157,2412.16057v1,hep-th,"hep-th,gr-qc",semiconductor physics,2024-12-20,2024-12-23T21:06:48.209712
Approximation of Schrödinger operators with point interactions on bounded domains,"We consider Schr\""odinger operators on a bounded domain $\Omega\subset
\mathbb{R}^3$, with homogeneous Robin or Dirichlet boundary conditions on
$\partial\Omega$ and a point (zero-range) interaction placed at an interior
point of $\Omega$. We show that, under suitable spectral assumptions, and by
means of an extension-restriction procedure which exploit the already known
result on the entire space, the singular interaction is approximated by
rescaled sequences of regular potentials. The result is missing in the
literature, and we also take the opportunity to point out some general issues
in the approximation of point interactions and the role of zero energy
resonances.",146,2412.16056v1,math-ph,"math-ph,math.MP",semiconductor physics,2024-12-20,2024-12-23T21:06:48.209712
Functional Renormalization Group meets Computational Fluid Dynamics: RG flows in a multi-dimensional field space,"Within the Functional Renormalisation Group (FRG) approach, we present a
fluid-dynamical approach to solving flow equations for models living in a
multi-dimensional field space. To this end, the underlying exact flow equation
of the effective potential is reformulated as a set of nonlinear
advection-diffusion-type equations which can be solved using the
Kurganov-Tadmor central scheme, a modern finite-volume discretization from
computational fluid dynamics (CFD). We demonstrate the effectiveness of our
approach by performing explicit benchmark tests using zero-dimensional models
with two discretized field space directions or two symmetry invariants. Our
techniques can be directly applied to flow equations of effective potentials of
general (fermion-)boson systems with multiple invariants or condensates, as we
also demonstrate for two concrete examples in three spacetime dimensions.",180,2412.16053v1,cond-mat.stat-mech,"cond-mat.stat-mech,hep-ph",semiconductor physics,2024-12-20,2024-12-23T21:06:48.210709
Functional renormalization of QCD in $1 + 1$ dimensions: four-fermion interactions from quark-gluon dynamics,"Quantum Chromodynamics in two spacetime dimensions is investigated with the
Functional Renormalization Group. We use a functional formulation with
covariant gauge fixing and derive Renormalization Group flow equations for the
gauge coupling, quark mass and an algebraically complete set of local
fermion-fermion interaction vertices. The flow, based on a convenient
Callan-Symanzik-type regularization, shows the expected behavior for a
super-renormalizable theory in the ultraviolet regime and leads to a strongly
coupled regime in the infrared. Through a detailed discussion of symmetry
implications, and variations in the gauge group and flavor numbers, the
analysis sets the stage for a more detailed investigation of the bound state
spectrum in future work.",154,2412.16051v1,hep-ph,"hep-ph,hep-th,nucl-th",semiconductor physics,2024-12-20,2024-12-23T21:06:48.210709
Generalized Wilson lines and the gravitational scattering of spinning bodies,"A generalization of Wilson line operators at subleading power in the soft
expansion has been recently introduced as an efficient building block of
gravitational scattering amplitudes for non-spinning objects. The classical
limit in this picture corresponds to the strict Regge limit, where the
Post-Minkowskian (PM) expansion corresponds to the soft expansion, interpreted
as a sum over correlations of soft emissions. Building on the well-studied
worldline model with ${\cal N}=1$ supersymmetry, in this work we extend the
generalized Wilson line (GWL) approach to the case of spinning gravitating
bodies. Specifically, at the quantum level we derive from first-principles a
representation for the spin $1/2$ GWL that is relevant for the all-order
factorization of next-to-soft gravitons with fermionic matter, thus
generalizing the exponentiation of single-emission next-to-soft theorems. At
the classical level, we identity the suitable generalization of Wilson line
operators that enables the generation of classical spin observables at linear
order in spin. Thanks to the crucial role played by the soft expansion, the map
from Grassmann variables to classical spin is manifest. We also comment on the
relation between the GWL approach and the Worldline Quantum Field Theory as
well as the Heavy Mass Effective Theory formalism. We validate the approach by
rederiving known results in the conservative sector at 2PM order.",302,2412.16049v1,hep-th,hep-th,semiconductor physics,2024-12-20,2024-12-23T21:06:48.211706
Millikelvin Nb nanoSQUID-embedded tuneable resonator fabricated with a neon focused-ion-beam,"SQUID-embedded superconducting resonators are of great interest due to their
potential for coupling highly scalable superconducting circuits with quantum
memories based on solid-state spin ensembles. Such an application requires a
high-$Q$, frequency-tuneable resonator which is both resilient to magnetic
field, and able to operate at millikelvin temperatures. These requirements
motivate the use of a higher $H_{c}$ metal such as niobium, however the
challenge then becomes to sufficiently reduce the operating temperature. We
address this by presenting a monolithic Nb nanoSQUID-embedded resonator, where
neon focused-ion-beam fabrication of the nanoSQUID results in a device
displaying frequency tuneability at $T = 16$ mK. In order to assess the
applicability of the device for coupling to small spin clusters, we
characterise the flux sensitivity as a function of microwave drive power and
externally applied magnetic field, and find that the noise is dominated by
dielectric noise in the resonator. Finally, we discuss improvements to the
device design which can dramatically improve the flux sensitivity, which
highlights the promise of Nb SQUID-embedded resonators for hybrid
superconductor-spin applications.",261,2412.16045v1,quant-ph,"quant-ph,cond-mat.supr-con",semiconductor physics,2024-12-20,2024-12-23T21:06:48.212704
A two-dimensional 10-qubit array in germanium with robust and localised qubit control,"Quantum computers require the systematic operation of qubits with high
fidelity. For holes in germanium, the spin-orbit interaction allows for
\textit{in situ} electric fast and high-fidelity qubit gates. However, the
interaction also causes a large qubit variability due to strong g-tensor
anisotropy and dependence on the environment. Here, we leverage advances in
material growth, device fabrication, and qubit control to realise a
two-dimensional 10-spin qubit array, with qubits coupled up to four neighbours
that can be controlled with high fidelity. By exploring the large parameter
space of gate voltages and quantum dot occupancies, we demonstrate that plunger
gate driving in the three-hole occupation enhances electric-dipole spin
resonance (EDSR), creating a highly localised qubit drive. Our findings,
confirmed with analytical and numerical models, highlight the crucial role of
intradot Coulomb interaction and magnetic field direction. Furthermore, the
ability to engineer qubits for robust control is a key asset for further
scaling.",219,2412.16044v1,cond-mat.mes-hall,"cond-mat.mes-hall,quant-ph",semiconductor physics,2024-12-20,2024-12-23T21:06:48.213701
Twist-tuned quantum criticality in moiré bilayer graphene,"We argue that moir\'e bilayer graphene at charge neutrality hosts a
continuous semimetal-to-insulator quantum phase transition that can be accessed
experimentally by tuning the twist angle between the two layers. For small
twist angles near the first magic angle, the system realizes a Kramers
intervalley-coherent insulator, characterized by circulating currents and
spontaneously broken time reversal and U(1) valley symmetries. For larger twist
angles above a critical value, the spectrum remains gapless down to the lowest
temperatures, with a fully symmetric Dirac semimetal ground state. Using
self-consistent Hartree-Fock theory applied to a realistic model of twisted
bilayer graphene, based on the Bistritzer-MacDonald Hamiltonian augmented by
screened Coulomb interactions, we find that the twist-tuned quantum phase
transition is continuous. We argue that the quantum critical behavior belongs
to the relativistic Gross-Neveu-XY universality class, and we characterize it
through an effective field theory analysis. Our theoretical predictions can be
directly tested using current experimental setups incorporating the recently
developed quantum twisting microscope.",232,2412.16042v1,cond-mat.mes-hall,"cond-mat.mes-hall,cond-mat.str-el,hep-th",semiconductor physics,2024-12-20,2024-12-23T21:06:48.213701
Integrability versus chaos in the steady state of many-body open quantum systems,"The Lindblad description of an open quantum system gives rise to two types of
integrability, since the nonequilibrium steady state can be integrable
independently of the Liouvillian. Taking boundary-driven and dephasing spin
chains as a representative example, we discriminate Liouvillian and
steady-state chaos by combining level spacing statistics and an extension of
the eigenstate thermalization hypothesis to open quantum systems. Moreover, we
analyze the structure of the steady states by expanding it in the basis of
Pauli strings and comparing the weight of strings of different lengths. We show
that the natural expectation that integrable steady states are ""simple"" (i.e.,
built from few-body local operators) does not hold: the steady states of both
chaotic and integrable models have relevant contributions coming from Pauli
strings of all possible lengths, including long-range and many-body
interactions. Nevertheless, we show that one can effectively use the
operator-size distribution to distinguish chaotic and integrable steady states.",217,2412.16041v1,cond-mat.stat-mech,"cond-mat.stat-mech,cond-mat.mes-hall,nlin.CD,quant-ph",semiconductor physics,2024-12-20,2024-12-23T21:06:48.214699
Full Parity-Violating Trispectrum in Axion Inflation: Reduction to Low-D Integrals,"Recent measurements of the galaxy 4-Point Correlation Function (4PCF) have
seemingly detected non-zero parity-odd modes at high significance. Since
gravity, the primary driver of galaxy formation and evolution is parity-even,
any parity violation, if genuine, is likely to have been produced by some new
parity-violating mechanism in the early Universe. Here we investigate an
inflationary model with a Chern-Simons interaction between an axion and a
$U(1)$ gauge field, where the axion itself is the inflaton field. Evaluating
the trispectrum (Fourier-space analog of the 4PCF) of the primordial curvature
perturbations is an involved calculation with very high-dimensional loop
integrals. We demonstrate how to simplify these integrals and perform all
angular integrations analytically by reducing the integrals to convolutions and
exploiting the Convolution Theorem. This leaves us with low-dimensional radial
integrals that are much more amenable to efficient numerical evaluation. This
paper is the first in a series in which we will use these results to compute
the full late-time 4PCF for axion inflation, thence enabling constraints from
upcoming 3D spectroscopic surveys such as Dark Energy Spectroscopic Instrument
(DESI), Euclid, or Roman.",277,2412.16037v1,astro-ph.CO,"astro-ph.CO,gr-qc,hep-ph,hep-th",semiconductor physics,2024-12-20,2024-12-23T21:06:48.215696
Cosmological Non-Gaussianity from Neutrino Seesaw,"The neutrino mass generation via conventional seesaw mechanism is realized at
high scales around $O(10^{14})$GeV and probing new physics of the seesaw scale
poses a great challenge. A striking fact is that the neutrino seesaw scale is
typically around the cosmological inflation scale. In this work, we propose a
framework incorporating inflation and neutrino seesaw in which the inflaton
primarily decays into right-handed neutrinos after inflation. This decay
process is governed by the inflaton interaction with the right-handed neutrinos
that respects the shift symmetry. Under the neutrino seesaw mechanism,
fluctuations of the Higgs field can modulate the inflaton decays, contributing
to the curvature perturbation. We investigate the induced non-Gaussian
signatures and demonstrate that such signatures provides an important means to
probe the high-scale neutrino seesaw mechanism.",194,2412.16033v1,hep-ph,"hep-ph,astro-ph.CO,hep-th",semiconductor physics,2024-12-20,2024-12-23T21:06:48.215696
Non-stationary Aharonov-Bohm effect,"The non-stationary Aharonov-Bohm effect (scattering of electron in the field
of a narrow solenoid with alternating current) is considered. Using the eikonal
approximation, the wave function of electron, the differential and total
scattering cross sections are found. Unlike the case of direct current, the
total cross section in the case of alternating current turns out to be finite.
An oscillating asymmetry in the differential scattering cross section is
discovered. The possibility of experimental observation of the effect is
discussed.",107,2412.16030v1,physics.atom-ph,physics.atom-ph,semiconductor physics,2024-12-20,2024-12-23T21:06:48.215696
CoCoGaussian: Leveraging Circle of Confusion for Gaussian Splatting from Defocused Images,"3D Gaussian Splatting (3DGS) has attracted significant attention for its
high-quality novel view rendering, inspiring research to address real-world
challenges. While conventional methods depend on sharp images for accurate
scene reconstruction, real-world scenarios are often affected by defocus blur
due to finite depth of field, making it essential to account for realistic 3D
scene representation. In this study, we propose CoCoGaussian, a Circle of
Confusion-aware Gaussian Splatting that enables precise 3D scene representation
using only defocused images. CoCoGaussian addresses the challenge of defocus
blur by modeling the Circle of Confusion (CoC) through a physically grounded
approach based on the principles of photographic defocus. Exploiting 3D
Gaussians, we compute the CoC diameter from depth and learnable aperture
information, generating multiple Gaussians to precisely capture the CoC shape.
Furthermore, we introduce a learnable scaling factor to enhance robustness and
provide more flexibility in handling unreliable depth in scenes with reflective
or refractive surfaces. Experiments on both synthetic and real-world datasets
demonstrate that CoCoGaussian achieves state-of-the-art performance across
multiple benchmarks.",246,2412.16028v1,cs.CV,cs.CV,semiconductor physics,2024-12-20,2024-12-23T21:06:48.216693
Entropy maximizers for kinetic wave equations set on tori,"We consider the kinetic wave equation, or phonon Boltzmann equation, set on
the torus (physical system set on the lattice). We describe entropy maximizers
for fixed mass and energy; our framework is very general, being valid in any
dimension, for any dispersion relation, and even including the quantum kinetic
wave equation. Of particular interest is the presence of condensation in
certain regimes which we characterize.",89,2412.16026v1,math.AP,"math.AP,math-ph,math.MP",semiconductor physics,2024-12-20,2024-12-23T21:06:48.216693
Knowledge-dependent optimal Gaussian strategies for phase estimation,"When estimating an unknown phase rotation of a continuous-variable system
with homodyne detection, the optimal probe state strongly depends on the value
of the estimated parameter. In this article, we identify the optimal pure
single-mode Gaussian probe states depending on the knowledge of the estimated
phase parameter before the measurement. We find that for a large prior
uncertainty, the optimal probe states are close to coherent states, a result in
line with findings from noisy parameter estimation. But with increasingly
precise estimates of the parameter it becomes beneficial to put more of the
available energy into the squeezing of the probe state. Surprisingly, there is
a clear jump, where the optimal probe state changes abruptly to a squeezed
vacuum state, which maximizes the Fisher information for this estimation task.
We use our results to study repeated measurements and compare different methods
to adapt the probe state based on the changing knowledge of the parameter
according to the previous findings.",184,2412.16023v1,quant-ph,quant-ph,semiconductor physics,2024-12-20,2024-12-23T21:06:48.217690
The Classical Super-Phaserotation Infrared Triangle,"The universality of the logarithmic soft photon theorem in four dimensions
can be traced to an infinite-dimensional asymptotic symmetry which acts as a
local phase rotation on matter as we have shown in 2403.13053. Here we extend
our earlier results for the charges associated to these superphaserotations to
all orders in the coupling and prove that their conservation is exactly the
classical logarithmic soft photon theorem discovered by Saha, Sahoo and Sen in
1912.06413. We furthermore generalize the formulae for the associated
electromagnetic displacement memory and its tail from particles to scalar
matter fields. This completes the classical superphaserotation infrared
triangle.",142,2412.16149v1,hep-th,hep-th,renewable energy,2024-12-20,2024-12-23T21:06:49.211241
Quantitative classicality in cosmological interactions during inflation,"We examine the classical and quantum evolution of inflationary cosmological
perturbations from quantum initial conditions, using the on-shell and off-shell
contributions to correlators to investigate the signatures of interactions. In
particular, we calculate the Keldysh contributions to the leading order
bispectrum from past infinity, showing that the squeezed limit is dominated by
the on-shell evolution. By truncating the time integrals in the analytic
expressions for contributions to the bispectrum, we define a `quantum
interactivity' and quantitatively identify scales and times for which it is
sufficient to only assume classical evolution, given a fixed precision. In
contrast to common perceptions inspired by free two-point functions, we show
that common non-linear terms of inflationary perturbations can be
well-described by classical evolution even prior to horizon crossing. The
insights gained here can pave the way for quantitative criteria for justifying
the validity of numerically simulating the generation and evolution of quantum
fluctuations in inflation. In particular, we comment on the validity of using
stochastic inflation to reproduce known in-in perturbative results. An
extensive appendix provides a review of the Keldysh formulation of the in-in
formalism with the initial state set at a finite, as opposed to infinite past,
emphasizing the importance of considering temporal boundary terms and the
initial state for correctly obtaining the propagators. We also show how
stochastic dynamics can emerge as a sufficient approximation to the full
quantum evolution. This becomes particularly transparent in the Keldysh
description.",322,2412.16143v1,gr-qc,"gr-qc,hep-th",renewable energy,2024-12-20,2024-12-23T21:06:49.212239
The Classical Super-Rotation Infrared Triangle,"The universality of gravitational scattering at low energies and large
distances encoded in soft theorems and memory effects can be understood from
symmetries. In four-dimensional asymptotically flat spacetimes the infinite
enhancement of translations, extending the Poincar\'e group to the BMS group,
is the symmetry underlying Weinberg's soft graviton theorem and the
gravitational displacement memory effect. Beyond this leading infrared
triangle, loop corrections alter their nature by introducing logarithms in the
soft expansion and late time tails to the memory, and this persists in the
classical limit. In this work we give the first complete description of an
`infrared triangle' where the long-range nature of gravitational interactions
is accounted for. Building on earlier results in 2403.13053 where we derived a
novel conservation law associated to the infinite dimensional enhancement of
Lorentz transformations to superrotations, we prove here its validity to all
orders in the gravitational coupling and show that it implies the classical
logarithmic soft graviton theorem of Saha-Sahoo-Sen in 1912.06413. We
furthermore extend the formula for the displacement memory and its tail from
particles to fields, thus completing the classical superrotation infrared
triangle.",253,2412.16142v1,hep-th,"hep-th,gr-qc",renewable energy,2024-12-20,2024-12-23T21:06:49.213237
NeRF-To-Real Tester: Neural Radiance Fields as Test Image Generators for Vision of Autonomous Systems,"Autonomous inspection of infrastructure on land and in water is a quickly
growing market, with applications including surveying constructions, monitoring
plants, and tracking environmental changes in on- and off-shore wind energy
farms. For Autonomous Underwater Vehicles and Unmanned Aerial Vehicles
overfitting of controllers to simulation conditions fundamentally leads to poor
performance in the operation environment. There is a pressing need for more
diverse and realistic test data that accurately represents the challenges faced
by these systems. We address the challenge of generating perception test data
for autonomous systems by leveraging Neural Radiance Fields to generate
realistic and diverse test images, and integrating them into a metamorphic
testing framework for vision components such as vSLAM and object detection. Our
tool, N2R-Tester, allows training models of custom scenes and rendering test
images from perturbed positions. An experimental evaluation of N2R-Tester on
eight different vision components in AUVs and UAVs demonstrates the efficacy
and versatility of the approach.",194,2412.16141v1,cs.CV,cs.CV,renewable energy,2024-12-20,2024-12-23T21:06:49.213237
Borel singularities and Stokes constants of the topological string free energy on one-parameter Calabi-Yau threefolds,"We study the Borel plane of the topological string free energy on all
hypergeometric one-parameter Calabi-Yau models close to singular points in
moduli space, focusing on the location of Borel singularities and the value of
the associated Stokes constants. We find in particular that in models which
exhibit massless D-branes at a singular point, the central charge of the
D-brane close to the singular point coincides with the location of the leading
Borel singularity, and the generalized Donaldson-Thomas invariant associated to
the charge of the D-brane, in as far as its value is known, coincides with the
Stokes constant associated to the Borel singularity.",144,2412.16140v1,hep-th,"hep-th,math.AG",renewable energy,2024-12-20,2024-12-23T21:06:49.214234
Henneaux-Teitelboim Form of the Generalized Unimodular Gravity Action,"We present an alternative formulation of generalized unimodular gravity
(GUMG), extending the Henneaux-Teitelboim approach to unimodular gravity (UMG).
The central feature of this formulation is the consistent incorporation of time
reparameterization, which enhances the gauge structure and reveals a spatial
nonlocality hidden in the dynamics of the original formulation. We examine the
resulting dynamics, emphasizing the effects of spatial nonlocality, and outline
the constraint structure. In particular, we show that the gauge symmetry in the
gravitational sector is extended by a functionally incomplete symmetry, as
occurs in the unimodular gravity. Furthermore, we identify a subset of GUMG
models for which the alternative formulation preserves manifest locality.",155,2412.16139v1,hep-th,"hep-th,gr-qc",renewable energy,2024-12-20,2024-12-23T21:06:49.214234
Asymptotic T-duality in three dimensions,"In (super)gravity theories, T-duality relates solutions with an exact
isometry which can have wildly different asymptotic behaviors: a well-known
example is the duality between BTZ black holes and (non-extremal)
three-dimensional black strings. Using this dual pair, we show how the
knowledge of a phase space which includes one set of solutions (here, BTZ black
holes embedded in the Brown-Henneaux phase space) allows to obtain a phase
space for the dual set via an asymptotic notion of T-duality. The resulting
asymptotic symmetry algebras can be very different. For our particular example,
we find a large algebra of symmetries for the black string phase space which
includes as subalgebras $\mathfrak{bms}_2$, $\mathfrak{bms}_3$, and a twisted
warped conformal algebra. On the way, we show that a chiral half of the
Brown-Henneaux boundary conditions are dual to the Comp\`ere-Song-Strominger
ones.",234,2412.16136v1,hep-th,"hep-th,gr-qc",renewable energy,2024-12-20,2024-12-23T21:06:49.215232
Terbium under High Pressure: First-Principles Dynamical Mean-Field Theory Study,"Elemental rare-earth metals provide a playground for studying novel electron
correlation effects and complex magnetism. However, ab initio simulations of
these systems remain challenging. Here, we employ fully charge self-consistent
density functional theory and dynamical mean-field theory (DFT+DMFT) to
investigate terbium (Tb) metal under pressure. We show that Tb exhibits a
strong band renormalization due to correlation effects, with the calculated
electron density of states in good agreement with the experiments. At higher
pressures, the correlated electronic structures persist but with modulation in
the Hubbard gap, highlighting the tunability of effective Coulomb interactions
and kinetic energies. Our DFT+DMFT calculations further indicate a
ferromagnetic ground state of Tb at low pressure and low temperature, as well
as a transition from ferromagnetism to paramagnetism at elevated temperatures.
These ab initio results also align with the experiments. Our study paves the
way for exploring heavy lanthanides via advanced first-principles simulations.",212,2412.16125v1,cond-mat.str-el,cond-mat.str-el,renewable energy,2024-12-20,2024-12-23T21:06:49.216229
Prospects for measurements of the longitudinal proton structure function $F_L$ at the Electron Ion Collider,"We explore the potential for extracting the longitudinal proton structure
function $F_{L}$ at the future Electron-Ion Collider (EIC) through a Rosenbluth
separation method. The impacts of differing assumptions on sample sizes,
systematic uncertainties and beam energy scenarios are investigated. With a
sufficiently large number of centre of mass energy configurations and
well-controlled systematics, the EIC will measure $F_{L}$ to an unprecedented
precision, even with relatively modest luminosities. The accessible kinematic
range complements both fixed target and HERA data. In the most optimistic
scenarios, the EIC data will be a highly competitive direct probe of the proton
gluon density.",146,2412.16123v1,hep-ph,hep-ph,renewable energy,2024-12-20,2024-12-23T21:06:49.217226
Flavor Violations in $B$-Mesons within Non-Minimal SU(5),"Recent anomalies in $B$-meson decays, such as deviations in $R_{D^{(*)}}$ and
$B\to K\nu{\bar\nu}$, suggest possible lepton flavor universality violation and
new exotic interactions. In this work, we explore these anomalies within a
non-minimal SU(5) grand unified theory (GUT) framework, which introduces a
45-dimensional Higgs representation predicting exotic scalar particles,
including the leptoquark $R_2$ and diquark $S_6$. The $R_2$ leptoquark
addresses charged current anomalies in $b\to c\tau\nu$ transitions, the $S_6$
diquark contributes to nonleptonic neutral current processes, such as $B\to
K\pi$ while at the loop level, the exchange of a leptoquark and diquark
contributes to $B\to K\nu{\bar\nu}$ offering solutions to longstanding puzzles.",228,2412.16115v1,hep-ph,"hep-ph,hep-ex",renewable energy,2024-12-20,2024-12-23T21:06:49.218224
Full S-matrices and Witten diagrams with (relative) L-infinity algebras,"The $L_\infty$-algebra approach to scattering amplitudes elegantly describes
the nontrivial part of the $S$-matrix but fails to take into account the
trivial part. We argue that the trivial contribution to the $S$-matrix should
be accounted for by another, complementary $L_\infty$-algebra, such that a
perturbative field theory is described by a cyclic relative $L_\infty$-algebra.
We further demonstrate that this construction reproduces Witten diagrams that
arise in AdS/CFT including, in particular, the trivial Witten diagrams
corresponding to CFT two-point functions. We also discuss Chern-Simons theory
and Yang-Mills theory on manifolds with boundaries using this approach.",161,2412.16106v1,hep-th,"hep-th,math-ph,math.MP,81T18 (Primary) 81T13, 81T35, 17B56, 17B81 (Secondary)",renewable energy,2024-12-20,2024-12-23T21:06:49.218224
Quantifying the benefit of load uncertainty reduction for the design of district energy systems under grid constraints using the Value of Information,"Load uncertainty must be accounted for during design to ensure building
energy systems can meet energy demands during operation. Reducing building load
uncertainty allows for improved designs with less compromise to be identified,
reducing the cost of decarbonizing energy usage. However, the building
monitoring required to reduce load uncertainty is costly. This study quantifies
the economic benefit of practical building monitoring for supporting energy
system design decisions, to determine if its benefits outweigh its cost. Value
of Information analysis (VoI) is a numerical framework for quantifying the
benefit of uncertainty reduction to support decision making. An extension of
the framework, termed 'On-Policy' VoI, is proposed, which admits complex
decision making tasks where decision policies are required. This is applied to
a case study district energy system design problem, where a Linear Program
model is used to size solar-battery systems and grid connection capacity under
uncertain building loads, modelled using historic electricity metering data.
Load uncertainty is found to have a significant impact on both system operating
costs (\pm30%) and the optimal system design (\pm20%). However, using building
monitoring is found to reduce overall costs by less than 2% on average, less
than the cost of measurement, and is therefore not economically worthwhile.
This provides the first numerical evidence to support the sufficiency of using
standard building load profiles for energy system design. Further, reducing
only uncertainty in mean load is found to provide all available decision
support benefit, meaning using hourly measurement data provides no benefit for
energy retrofit design.",312,2412.16105v1,eess.SY,"eess.SY,cs.SY",renewable energy,2024-12-20,2024-12-23T21:06:49.220219
Local structure and phonon states mediated by intercalation-driven doping in superconducting $Li_{1.0}(C_5H_5N)_yFe_{2-z}Se_2$,"Intercalation of two-dimensional (2D) iron chalcogenides with molecular
species requires disentangling electronic and structural contributions to
understand the puzzling limit to superconducting transition temperature ($T_c$)
at the frontier of long interlayer separations. Here, synchrotron X-ray
absorption spectroscopy (XAS) at the Se K-edge sheds light on the impact of
carrier-doping on the local structure of the high-$T_c$ (~39 K)
$Li_{1.0}(C_5H_5N)_yFe_{2-z}Se_2$ phase. This material is derived by annealing
the structurally related as-made derivative ($T_c$~ 44 K), with layers being
primed apart by [alkali-molecule] guests. Metrics, such as, a reduced filling
of Se $4p$ orbitals and shorter Fe-Se bonds in the annealed phase, corroborate
to a lower electron doping level with respect to the as-made one. Analysis of
the metal-ligand thermal motion, based on the correlated Debye model, further
relates the higher $T_c$ intercalates with the softening of the local Fe-Se
bond. Beyond electronic effects, intercalation brings forth host-guest
interactions that mediate the dynamics of the bulk crystal structure. For this,
neutron time-of-flight spectroscopy on the annealed derivative, corroborates to
the Se-Fe-Se layer being sensitive to chemical pressure effects imposed by the
confined organic guests. This reflects in the phonon density of states, where
harder low-energy transverse acoustic matrix phonons and molecular vibrations
are witnessed, with respect to the pristine inorganic ($\beta$-FeSe) and
organic ($C_5D_5N$) counterparts. On cooling through $T_c$, these excitations
arrive without a collective magnetic-resonance mode - essential in
unconventional, spin-mediated mechanisms - enquiring about deviations from
optimal doping. The work highlights that when the Fe-square planes are tuned
far apart, carrier-doping leveraged by intercalation plays a key role in the
$T_c$ parametrization.",474,2412.16103v1,cond-mat.supr-con,"cond-mat.supr-con,cond-mat.mtrl-sci,cond-mat.str-el",renewable energy,2024-12-20,2024-12-23T21:06:49.222213
High precision X-ray spectroscopy of kaonic neon,"The high-precision kaonic neon X-ray transitions measurement performed by the
SIDDHARTA-2 collaboration at the DA$\Phi$NE collider is reported. Both the
X-ray energies and yields for high-n transitions were measured, demonstrating
the feasibility of sub-eV Xray spectroscopy for kaonic atoms using low-Z
gaseous targets. The measurement provides valuable insights into the
de-excitation processes in kaonic atoms, providing new input data for the
refinement of the corresponding theoretical models, and a framework for testing
Quantum Electrodynamics in strange exotic atoms.",123,2412.16101v1,nucl-ex,"nucl-ex,hep-ex",renewable energy,2024-12-20,2024-12-23T21:06:49.223210
Mixed QCD-EW corrections to the neutral-current Drell-Yan process,"We report on the complete computation of the mixed QCD-electroweak
corrections to the neutral-current Drell-Yan process. Our calculation holds in
the entire range of dilepton invariant masses. We present phenomenological
results for several kinematical distributions in the case of bare muons both in
the resonant region and for high invariant masses. We also consider the
forward-backward asymmetry, which is a key observable to measure the weak
mixing angle. We finally extend our calculation to dressed leptons and compare
our results in the massless limit to those available in the literature.",127,2412.16095v1,hep-ph,hep-ph,renewable energy,2024-12-20,2024-12-23T21:06:49.223210
